title,description,url,company,rating,skills,location,salary_min,salary_max
Customer Care Advisor,This role will consist of mainly speaking with customers over the phone aswell as dealing with various queries via email and webchat....,"https://www.glassdoor.co.uk/job-listing/customer-care-advisor-so-energy-JV_IC2671300_KO0,21_KE22,31.htm?jl=1009338778338",So Energy,3.5,"Data entry, IT, Communication skills",Europe,542776000,563652000
Customer Service Advisor,"Striving for a first-time resolution of all queries through phone, email, social media and chat. Managing your time effectively, balancing inbound and outbound...","https://www.glassdoor.co.uk/job-listing/customer-service-advisor-rated-people-ltd-JV_IC2671300_KO0,24_KE25,41.htm?jl=1009230759652",Rated People Ltd.,3.4,"Customer service, Salesforce, English, Continuous improvement, Communication skills",Europe,626280000,793288000
Social Media Manager (marketing agency) (FT/PT),"Creating engaging content for our clients' social media presence, including keeping social media channels updated and brand-focused, and looking out for new...","https://www.glassdoor.co.uk/job-listing/social-media-manager-marketing-agency-ft-pt-spaghetti-agency-ltd-JV_IC3320084_KO0,43_KE44,64.htm?jl=1009329569262",Hidden for privacy reasons,0.0,"Social media management, Organisational skills, Project management software, Account management, Communication skills",Europe,501024000,542776000
E-commerce Shoot Producer,"Exclusive staff sales and sample sales - Including other LVMH brands. Handle the processing of invoices, shoot expenses, and purchase orders....","https://www.glassdoor.co.uk/job-listing/e-commerce-shoot-producer-stella-mccartney-ltd-JV_IC2671300_KO0,25_KE26,46.htm?jl=1009323339739",Stella McCartney Ltd,2.3,"Photography, Adobe Creative Suite, Organisational skills, Capture One, Communication skills",Europe,605404000,1002048000
Event Producer,"This person will serve as the point of contact on the production side of all projects, being responsible for the third parties involved in the execution,...","https://www.glassdoor.co.uk/job-listing/event-producer-feverup-JV_IC2671300_KO0,14_KE15,22.htm?jl=1009337325418",FeverUp,3.6,"Fabrication, Project management, Communication skills",Europe,521900000,647156000
Warehouse Operative,"You’ll be working in a team, doing a variety of jobs such as taking delivery of goods into a warehouse for sorting, stacking and storage and then eventually...","https://www.glassdoor.co.uk/job-listing/warehouse-operative-centrica-JV_IC2691218_KO0,19_KE20,28.htm?jl=1009327948588",Centrica,3.9,"Supply chain, IT",Europe,584528000,876792000
Junior UX Designer,"Junior UX Designers at Canonical have a vital role in the success of Ubuntu, our partners, customers and the larger Ubuntu community....","https://www.glassdoor.co.uk/job-listing/junior-ux-designer-canonical-JV_IC3307084_KO0,18_KE19,28.htm?jl=1008915781543",Canonical,3.1,"Ubuntu, UX, Linux",Europe,1043800000,1628328000
Software Engineer,Our team is the driving force behind our role as our customers’ personal holiday expert - the smart way to get away. Ability to buy and sell annual leave....,"https://www.glassdoor.co.uk/job-listing/software-engineer-love-holidays-JV_IC2671300_KO0,17_KE18,31.htm?jl=1009241393972",Love Holidays,4.3,"Rust, Kubernetes, IT, TypeScript",Europe,1461320000,2087600000
Business Analyst,"This individual’s primary responsibility will be to work with Product Managers in defining how TT’s trading products can be used by market participants, engage...","https://www.glassdoor.co.uk/job-listing/business-analyst-trading-technologies-JV_IC2671300_KO0,16_KE17,37.htm?jl=1009339677949",Trading Technologies,4.4,Business analysis,Europe,1043800000,2087600000
Detective Constable - Degree Holder Entry Programme - DCDHEP,Your learning will involve training as a Uniformed Police Constable firstly and as a Police Officer you will be required to wear uniform and work with teams...,"https://www.glassdoor.co.uk/job-listing/detective-constable-degree-holder-entry-programme-dcdhep-west-midlands-police-JV_IC3376957_KO0,56_KE57,77.htm?jl=1009161298017",West Midlands Police,3.4,,Europe,605404000,787025200
Packaging Operator,"Health cash plan through Health Shield. Understanding of quality and food safety procedures, and ability to ensure product is in specification prior to...","https://www.glassdoor.co.uk/job-listing/packaging-operator-in-good-company-brewing-JV_IC2671300_KO0,18_KE19,42.htm?jl=1008985620618",Hidden for privacy reasons,0.0,"Forklift, HACCP, Food safety",Europe,563652000,732747600
Israeli Sales Development Representative,"What you’ll do Match customers’ business challenges to Oracle solutions, working with sales and marketing to develop campaigns that grow our business....","https://www.glassdoor.co.uk/job-listing/israeli-sales-development-representative-oracle-JV_IC2671300_KO0,40_KE41,47.htm?jl=1009316721147",Oracle,3.8,"Oracle, English, Hebrew, Communication skills",Europe,1252560000,1628328000
Facilities Management Projects Director,"Identify project risks, lead reviews, and develop risk mitigation and backup plans. Ensure that contract procurement, negotiation, execution, administration,...","https://www.glassdoor.co.uk/job-listing/facilities-management-projects-director-cbre-JV_IC2671300_KO0,39_KE40,44.htm?jl=1009203972246",CBRE,3.9,,Europe,855916000,1690956000
Paralegal - Contract Management Specialist,Available to customers and partners as APIs and via a UI. We are seeking a legally qualified Paralegal to assist with the implementation of a contracts...,"https://www.glassdoor.co.uk/job-listing/paralegal-contract-management-specialist-cube-JV_IC2671300_KO0,40_KE41,45.htm?jl=1009332327250",CUBE,3.6,"Organisational skills, Contracts, APIs, Communication skills",Europe,501024000,876792000
"International Executive Recruiting Executive Assistant, Global Specialty Recruiting","This position requires high levels of integrity and discretion in handling confidential information, and professionalism in dealing with senior executives....","https://www.glassdoor.co.uk/job-listing/international-executive-recruiting-executive-assistant-global-specialty-recruiting-amazon-uk-services-ltd-JV_IC2671300_KO0,82_KE83,105.htm?jl=1009326499822",Amazon UK Services Ltd.,3.7,"Microsoft Office, Communication skills",Europe,793288000,1252560000
Growth & Engagement Lead,Growth management of Vista as a business-led innovation function is 3-fold: (1) early-stage ideation with business partners and commercial prioritization (2)...,"https://www.glassdoor.co.uk/job-listing/growth-engagement-lead-bp-JV_IC2671300_KO0,22_KE23,25.htm?jl=1009346211166",bp,4.1,"Change management, Business development, IT, Leadership, Marketing",Europe,1148180000,1816212000
Social Media Manager,You will use your organisational and planning skills to deliver social content to the highest standard and to strict deadlines....,"https://www.glassdoor.co.uk/job-listing/social-media-manager-noble-inns-head-office-JV_IC2671300_KO0,20_KE21,43.htm?jl=1009312288785",Hidden for privacy reasons,0.0,Organisational skills,Europe,939420000,1221246000
HMRC - Data Analyst Apprentice,"5 GCSEs (or other equivalent), including English and Maths at Grade 4 (C) or above – or be willing to complete a level 2 English and Maths functional skills...","https://www.glassdoor.co.uk/job-listing/hmrc-data-analyst-apprentice-hm-revenue-and-customs-JV_IC3293413_KO0,28_KE29,51.htm?jl=1009335932841",HM Revenue and Customs,3.7,"English, Maths, IT",Europe,584528000,626280000
BTEC Tech Awards Sept 22 - Travel & Tourism - Moderator,Moderators are responsible for moderating centres’ assessment of candidates’ work in accordance with the agreed assessment criteria and the awarding...,"https://www.glassdoor.co.uk/job-listing/btec-tech-awards-sept-22-travel-tourism-moderator-pearson-JV_IC2671300_KO0,49_KE50,57.htm?jl=1008905957951",Pearson,3.8,Teaching,Europe,563652000,647156000
Financial Crime Analyst,"The KYC Analyst is responsible for reviewing Know Your Customer (“KYC”), Anti-Money Laundering (“AML”) and fraud due diligence checks on our customers to ensure...","https://www.glassdoor.co.uk/job-listing/financial-crime-analyst-wagestream-JV_IC2671300_KO0,23_KE24,34.htm?jl=1009322815706",Wagestream,3.8,"Organisational skills, Customer support, Financial services, Communication skills",Europe,835040000,1043800000
Creative Artworker,"Proficiency in retouching and product photography, with a touch of Canva knowledge. Crafting designs that seamlessly flow across our website, newsletter and...","https://www.glassdoor.co.uk/job-listing/creative-artworker-penguin-books-limited-JV_IC2671300_KO0,18_KE19,40.htm?jl=1009337241957",Penguin Books Limited,4.0,"Microsoft Powerpoint, Photography, Adobe Photoshop, Adobe Illustrator, Microsoft Office",Europe,668032000,868441600
Group Sustainability CIO â€“ Engagement Lead,"Good organizational and project management skills, with a track record of successfully managing multiple projects simultaneously....","https://www.glassdoor.co.uk/job-listing/group-sustainability-cio-â-engagement-lead-barclays-JV_IC2671300_KO0,42_KE43,51.htm?jl=1009331095552",Barclays,3.9,"Project management, Presentation skills, Organisational skills, Communication skills",Europe,1043800000,1565700000
Customer Service Agent,"Manage and respond to customer queries via email, inbound tickets, phone calls, social media etc. Your primary role will involve responding to customer queries...","https://www.glassdoor.co.uk/job-listing/customer-service-agent-cheddar-JV_IC2671300_KO0,22_KE23,30.htm?jl=1009291786533",Cheddar,2.7,"Google Suite, Customer service, Zendesk, Organisational skills, Communication skills",Europe,501024000,563652000
Event Associate FTC,"Ensure a successful client experience and highly qualitative outcomes for the LSEG team, clients and customers....","https://www.glassdoor.co.uk/job-listing/event-associate-ftc-lseg-london-stock-exchange-group-JV_IC2671300_KO0,19_KE20,52.htm?jl=1009318358982",LSEG (London Stock Exchange Group),3.9,"Communication skills, Marketing",Europe,751536000,835040000
"Specialist, SEO",A generous 25 days annual leave + your birthday off + 2 MIND mental health days + 1 volunteering day + scaling additional leave from year 2 and more!...,"https://www.glassdoor.co.uk/job-listing/specialist-seo-the-reload-group-JV_IC2671300_KO0,14_KE15,31.htm?jl=1009312484959",The Reload Group,5.0,SEO,Europe,668032000,939420000
"Expert Consultant, Tech Insights Group","Passion for delivering high-impact client results in a fast-paced, evolving environment. We conduct product and technology due diligence engagements and value...","https://www.glassdoor.co.uk/job-listing/expert-consultant-tech-insights-group-bain-company-inc-JV_IC2671300_KO0,37_KE38,54.htm?jl=1009136580981",Bain & Company Inc,4.4,"Management, Analysis skills, Communication skills",Europe,1461320000,2212856000
Producer,"Be able to demonstrate experience of running smaller shoots (film and photography) on your own have experience of having worked on larger shoots, assisting the...","https://www.glassdoor.co.uk/job-listing/producer-coolr-JV_IC2671300_KO0,8_KE9,14.htm?jl=1009341027321",Coolr,4.9,Photography,Europe,918544000,939420000
Foundation Developer,"Whilst in post, you will be paid this market driven allowance from April 2024 until September 2025 in your monthly pay....","https://www.glassdoor.co.uk/job-listing/foundation-developer-met-office-JV_IC3378624_KO0,20_KE21,31.htm?jl=1009344874421",Met Office,3.6,"Information security, AWS, Presentation skills, Communication skills, Python",Europe,563652000,626280000
Customer Success Manager,"Proven experience in pre-sales, post-sales, consultancy, or similar customer-facing roles in a tech environment (hardware, software, or both)....","https://www.glassdoor.co.uk/job-listing/customer-success-manager-automata-JV_IC2671300_KO0,24_KE25,33.htm?jl=1009336196860",Automata,3.8,Product development,Europe,1148180000,1461320000
Part Time Customer Service Advisor,Huge discounts of EE & BT products including your Mobile and Broadband – saving you hundreds of pounds every year. Part Time: 20 hours per week....,"https://www.glassdoor.co.uk/job-listing/part-time-customer-service-advisor-ee-JV_IC3293413_KO0,34_KE35,37.htm?jl=1009342347988",EE,3.5,Customer service,Europe,271388000,352804400
Marketing Assistant,Developing engaging content across the website and social media channels. _*Marketing campaign and social media execution:*_. Right to work in the UK....,"https://www.glassdoor.co.uk/job-listing/marketing-assistant-amicable-JV_IC2671300_KO0,19_KE20,28.htm?jl=1009339839804",Hidden for privacy reasons,0.0,"Microsoft Powerpoint, Microsoft Word, Microsoft Excel, English, Microsoft Office",Europe,501024000,651331200
"Reporter, Selector","After two years of continuous service, access group income protection, private medical, and dental insurance. £480 annual allowance for well-being activities or...","https://www.glassdoor.co.uk/job-listing/reporter-selector-citywire-JV_IC2671300_KO0,17_KE18,26.htm?jl=1009293625324",Citywire,4.2,Communication skills,Europe,563652000,730660000
System Administrator,"You will receive a competitive salary, a generous benefits package, training, and development, as well as an exciting career within a fast paced and dynamic...","https://www.glassdoor.co.uk/job-listing/system-administrator-wipro-limited-JV_IC3527318_KO0,20_KE21,34.htm?jl=1009296013631",Wipro Limited,3.7,"Management, English, Mobile device management, IT",Europe,647156000,835040000
Junior Legal Analyst,"Participating in the quality assurance process for each release of the Corporate product which involves testing any new upgrades, assessing the performance of...","https://www.glassdoor.co.uk/job-listing/junior-legal-analyst-luminance-technologies-JV_IC2671300_KO0,20_KE21,43.htm?jl=1009316869256",Luminance Technologies,3.7,"Data analysis skills, Analysis skills, Quality assurance, Organisational skills, Contracts",Europe,584528000,1419568000
"Data Analyst, Product",As a Data Analyst you will be involved in driving insights into product usage and user behaviours in order to enable us to set an impactful Product strategy and...,"https://www.glassdoor.co.uk/job-listing/data-analyst-product-trainline-JV_IC2671300_KO0,20_KE21,30.htm?jl=1009198160086",Trainline,3.9,"Microsoft Powerpoint, Power BI, Management, R, Tableau",Europe,1189932000,1231684000
Customer Service Administrator,"Role Overview: As a Customer Service Administrator, you will be the primary contact for customers with delivery-related enquiries and issues....","https://www.glassdoor.co.uk/job-listing/customer-service-administrator-rapid-access-JV_IC3319873_KO0,30_KE31,43.htm?jl=1009341938838",Rapid Access,3.9,"Customer service, Organisational skills",Europe,521900000,678470000
Identity & Access Management Analyst,"They hit customers and colleagues quickly, all under the guidance of our expert Information Security team. Working closely with various stakeholders across the...","https://www.glassdoor.co.uk/job-listing/identity-access-management-analyst-sainsbury-s-JV_IC3282857_KO0,34_KE35,46.htm?jl=1009340704363",Sainsbury's,3.6,"Information security, Analysis skills, Communication skills, Active Directory",Europe,855916000,1002048000
Graphic Designer,This highly diverse role is key to providing the highest quality professional materials submitted to clients as well as creating efficiencies from developing...,"https://www.glassdoor.co.uk/job-listing/graphic-designer-cgi-JV_IC2671300_KO0,16_KE17,20.htm?jl=1009310680453",CGI,3.8,IT,Europe,730660000,939420000
SEO Specialist,"Build content plans to include different types of content including commercial and editorial, depending on the stage of the marketing funnel that we aim to...","https://www.glassdoor.co.uk/job-listing/seo-specialist-snaptrip-group-JV_IC2671300_KO0,14_KE15,29.htm?jl=1009282423557",Snaptrip Group,4.6,"CSS, JavaScript, SEO, HTTPS, Communication skills",Europe,626280000,1043800000
Quality Engineer,"Implement and monitor test scripts to assess functionality, reliability, performance, and quality of our products. A generous pension contribution of up to 15%....","https://www.glassdoor.co.uk/job-listing/quality-engineer-lloyds-banking-group-JV_IC2671300_KO0,16_KE17,37.htm?jl=1009340333565",Lloyds Banking Group,3.5,"Node.js, Cucumber, DevOps, Git, Google Cloud Platform",Europe,1649204000,1837088000
Reviews Writer - Startups,Writing new reviews and articles that generate thousands of visitors per month and that generate customers for our partners. Flexible hours and summer hours....,"https://www.glassdoor.co.uk/job-listing/reviews-writer-startups-mvf-JV_IC2671300_KO0,23_KE24,27.htm?jl=1009265433808",Hidden for privacy reasons,0.0,,Europe,626280000,1544824000
Assistant Producer,"Content creation as part of a sports news team that delivers broadcast-ready video for digital and social clients, as well as wire/raw footage for broadcast and...","https://www.glassdoor.co.uk/job-listing/assistant-producer-stats-perform-JV_IC2671300_KO0,18_KE19,32.htm?jl=1009326110698",Stats Perform,3.5,"Jira, Journalism, English, Adobe Premiere, IT",Europe,563652000,732747600
Computer Science Internship,Participate in project meetings and contribute to project planning sessions. Support the design and implementation of new features and functionalities....,"https://www.glassdoor.co.uk/job-listing/computer-science-internship-ncs-ltd-JV_IC3294067_KO0,27_KE28,35.htm?jl=1009291348578",Hidden for privacy reasons,0.0,"Project planning, Java, C++, Software development, Python",Europe,480148000,521900000
Patient Services Low Tech Coordinator,"Efficient Patient Support: Handle inbound and outbound calls, as well as email enquiries, to accurately process patient requests and coordinate medication...","https://www.glassdoor.co.uk/job-listing/patient-services-low-tech-coordinator-lloydspharmacy-clinical-homecare-JV_IC3315414_KO0,37_KE38,70.htm?jl=1009329751893",Hidden for privacy reasons,0.0,"Customer service, IT, Communication skills",Europe,647156000,1043800000
"Rights Assistant, Adult Rights (FTC to 21st March 2025)","Negotiate, sell and supply production files to customers. You will manage several projects at any one time and work to deadlines that enable the team to deliver...","https://www.glassdoor.co.uk/job-listing/rights-assistant-adult-rights-ftc-to-21st-march-2025-penguin-books-limited-JV_IC2671300_KO0,52_KE53,74.htm?jl=1009339047102",Penguin Books Limited,4.0,"Microsoft Powerpoint, Microsoft Excel, Sales, Microsoft Office, IT",Europe,584528000,759886400
Marketing Executive,"You’ll be a good communicator – confident, able to hold your own and say ‘no’ to some things too. Minimum 1-2 years of experience in marketing/ events....","https://www.glassdoor.co.uk/job-listing/marketing-executive-cooper-parry-JV_IC2671300_KO0,19_KE20,32.htm?jl=1009338823472",Cooper Parry,4.2,"Data analysis skills, Relationship management, Marketing",Europe,730660000,1169056000
Operations and Administration Coordinator,"Minimum of 3 years in an Operations/Administrative role, preferably within the environmental or carbon project sector but not essential....","https://www.glassdoor.co.uk/job-listing/operations-and-administration-coordinator-onnu-JV_IC3254463_KO0,41_KE42,46.htm?jl=1009342160050",Hidden for privacy reasons,0.0,"Logistics, Microsoft Office, Administrative experience, Organisational skills, Contracts",Europe,668032000,835040000
Tech Centre Lead,"Bring all this to the home of premium innovation, and you’ll find the opportunities to further your career with a world-class team, a discounted car purchase...","https://www.glassdoor.co.uk/job-listing/tech-centre-lead-jlr-JV_IC3319667_KO0,16_KE17,20.htm?jl=1009346089254",JLR,4.0,"Project management, Project implementation, Agile",Europe,960296000,1210808000
Digital Data Strategist,"Detailed knowledge of data planning and strategy creation, including creating and selling exceptional data-led strategies for clients/agencies, that resonate...","https://www.glassdoor.co.uk/job-listing/digital-data-strategist-sainsbury-s-JV_IC2671300_KO0,23_KE24,35.htm?jl=1009341874842",Sainsbury's,3.6,"Microsoft Powerpoint, Communication skills, Marketing",Europe,1294312000,1377816000
Packaging Operator,"Health cash plan through Health Shield. Understanding of quality and food safety procedures, and ability to ensure product is in specification prior to...","https://www.glassdoor.co.uk/job-listing/packaging-operator-fourpure-site-JV_IC2671300_KO0,18_KE19,32.htm?jl=1009329677414",Hidden for privacy reasons,0.0,"Forklift, HACCP, Food safety",Europe,563652000,732747600
"Associate Scientist, Antibody Pharmacology","They are accountable for functional assay design and mechanism of action studies to support the discovery and development of antibody therapeutics, from concept...","https://www.glassdoor.co.uk/job-listing/associate-scientist-antibody-pharmacology-gsk-JV_IC2669754_KO0,41_KE42,45.htm?jl=1009329624962",GSK,4.1,"Laboratory experience, Analysis skills, Communication skills",Europe,730660000,876792000
Trainee 7.5t Driver,To have held a full Class B UK/EA licence (with no more than 6 penalty points) for more than 6 months. The ability to handle heavy items of tech....,"https://www.glassdoor.co.uk/job-listing/trainee-7-5t-driver-currys-JV_IC3299134_KO0,19_KE20,26.htm?jl=1009342553855",Currys,3.4,Customer service,Europe,605404000,787025200
"Specialist, Paid Social",A generous 25 days annual leave + your birthday off + 2 MIND mental health days + 1 volunteering day + scaling additional leave from year 2 and more!...,"https://www.glassdoor.co.uk/job-listing/specialist-paid-social-the-reload-group-JV_IC2671300_KO0,22_KE23,39.htm?jl=1009312501230",The Reload Group,5.0,"Analysis skills, Google Ads",Europe,668032000,876792000
VP of Communications,"Understand key markets, customers, competitors, and regulatory landscape from an eCommerce perspective. A one-off remote-working budget to help you set up your...","https://www.glassdoor.co.uk/job-listing/vp-of-communications-truelayer-JV_IC2671300_KO0,20_KE21,30.htm?jl=1009328049427",TrueLayer,4.1,"Leadership, Communication skills",Europe,1628328000,2505120000
Tech Lead,"The Tech Lead role offers an exciting chance to shape the future of our products and services, empowering customers and third parties to seamlessly plan and...","https://www.glassdoor.co.uk/job-listing/tech-lead-global-radio-services-JV_IC2671300_KO0,9_KE10,31.htm?jl=1009254968275",Global Radio Services,3.6,"Test automation, Java, Distributed systems, Mentoring, APIs",Europe,1544824000,1607452000
Graduate - QA Automation Engineer,"We expect a lot from our Graduates and will encourage you to bring innovative ideas to add real value for our customers, in an environment where ambition for...","https://www.glassdoor.co.uk/job-listing/graduate-qa-automation-engineer-sage-JV_IC3381231_KO0,31_KE32,36.htm?jl=1009338663016",Sage,4.0,"Sage, Communication skills",Europe,939420000,1503072000
Data Engineer,"At Barclays, we offer a hybrid working experience that blends the positives of working alongside colleagues at our onsite locations, together with working from...","https://www.glassdoor.co.uk/job-listing/data-engineer-barclays-JV_IC3314102_KO0,13_KE14,22.htm?jl=1009336926749",Barclays,3.9,"Software development, Financial services, Banking",Europe,897668000,1503072000
Room Attendant,"A friendly personality with customers and staff alike. Access to your wages as you earn, well being and finance webinars, ability to create savings pots, and...","https://www.glassdoor.co.uk/job-listing/room-attendant-surya-hotels-JV_IC3294066_KO0,14_KE15,27.htm?jl=1009336970453",Surya Hotels,2.3,Hospitality,Europe,501024000,814164000
Technical Scrum Master,"In this role, you will be partnering with business stakeholders to ensure that the long-term strategies and vision are defined as measurable goals and...","https://www.glassdoor.co.uk/job-listing/technical-scrum-master-macquarie-group-limited-JV_IC2671300_KO0,22_KE23,46.htm?jl=1009342530305",Macquarie Group Limited,3.9,"Scrum, Agile",Europe,1878840000,2630376000
Executive Assistant,"You will have worked in a fast-paced environment in either, tech/engineering or a consumer product focused company. 5 extra days per year to buy (or sell)....","https://www.glassdoor.co.uk/job-listing/executive-assistant-vertical-aerospace-JV_IC2671300_KO0,19_KE20,38.htm?jl=1009291347167",Vertical Aerospace,3.4,"Microsoft Office, Communication skills",Europe,835040000,981172000
Cabinet Policy and Research Officer,You will be highly motivated and proactive with strong organisational and communication skills and a good knowledge of the issues facing local government and...,"https://www.glassdoor.co.uk/job-listing/cabinet-policy-and-research-officer-hackney-borough-council-JV_IC2686515_KO0,35_KE36,59.htm?jl=1009332245192",Hackney Borough Council,3.7,"Organisational skills, AI, Communication skills",Europe,918544000,939420000
Customer Service Advisor (Zero Carbon Living),"Engaging with OVO's customers, communicating with passion across phone, email and web chat contacts. As a Zero Carbon Living Advisor, your role is to provide...","https://www.glassdoor.co.uk/job-listing/customer-service-advisor-zero-carbon-living-ovo-energy-JV_IC3280589_KO0,43_KE44,54.htm?jl=1009280119324",OVO Energy,3.4,,Europe,480148000,624192400
Digital Marketing Graduate,"In addition to the benefits above, certain roles are also eligible for additional benefits and rewards including annual bonuses and sales incentives based on...","https://www.glassdoor.co.uk/job-listing/digital-marketing-graduate-canonical-JV_IC3307084_KO0,26_KE27,36.htm?jl=1009331238148",Canonical,3.1,"Lead generation, Driving",Europe,981172000,1628328000
Customer Experience Agent - Weekend Shifts,"Uncapped commission (avg. realistic £2,500 per annum, all sales are warm sales!). Ability to build strong rapport quickly and confidently with customers....","https://www.glassdoor.co.uk/job-listing/customer-experience-agent-weekend-shifts-bark-JV_IC2671300_KO0,40_KE41,45.htm?jl=1009137515973",Bark,3.6,"Sales, Customer service, Computer literacy, Zendesk",Europe,501024000,542776000
Junior Research Executive,"And we partner with businesses to ensure they understand their customers inside-out. Other perks include - gym discounts, dental cover, season ticket loan,...","https://www.glassdoor.co.uk/job-listing/junior-research-executive-kokoro-global-JV_IC2669825_KO0,25_KE26,39.htm?jl=1009323229387",Hidden for privacy reasons,0.0,Microsoft Office,Europe,459272000,597053600
Insight Analyst,A full social calendar with a budget per person and 1 social event per month. Private medical insurance with access to EAP. Top Apple equipment to use at work....,"https://www.glassdoor.co.uk/job-listing/insight-analyst-impression-digital-JV_IC3527944_KO0,15_KE16,34.htm?jl=1009321941736",Impression Digital,4.9,"Data analysis skills, IT",Europe,459272000,597053600
Partnerships Manager,I execute brilliantly on clear priorities that add value to our customers and the wider business. The Partnerships Professional will take an active role in...,"https://www.glassdoor.co.uk/job-listing/partnerships-manager-ee-JV_IC2671300_KO0,20_KE21,23.htm?jl=1009331607925",EE,3.5,"Microsoft Powerpoint, Presentation skills, IT",Europe,647156000,1085552000
Studio Tech / Signage Designer,"Additionally, you will be required to gather necessary information from site surveys, e-mails and phone calls with the client and architectural drawings....","https://www.glassdoor.co.uk/job-listing/studio-tech-signage-designer-douglas-signs-JV_IC3294276_KO0,28_KE29,42.htm?jl=1009336853486",Hidden for privacy reasons,0.0,"Adobe Photoshop, Adobe Illustrator, Adobe Creative Suite, Communication skills",Europe,542776000,705608800
Solutions Support Technician,Working within a post-sales support environment the Solutions Support Technican will respond to support incidents and service requests from CMS customers....,"https://www.glassdoor.co.uk/job-listing/solutions-support-technician-cms-distribution-JV_IC2698423_KO0,28_KE29,45.htm?jl=1009150228844",CMS Distribution,3.9,"Microsoft Windows Server, Windows, Technical support, Linux",Europe,584528000,759886400
Tech Recruiter,If you want to work from home 2 days per week because you need to look after your Cat or make sure you can do your washing and ironing between work calls/emails...,"https://www.glassdoor.co.uk/job-listing/tech-recruiter-ifindtech-JV_IC2671300_KO0,14_KE15,24.htm?jl=1009099331498",Hidden for privacy reasons,0.0,"Rust, Business development, Contracts",Europe,438396000,772412000
Insight Analyst,Insights & Analysis - Prioritising and completing a range of analytical tasks using large complex data sets to provide the commercial teams with insights...,"https://www.glassdoor.co.uk/job-listing/insight-analyst-just-eat-takeaway-com-JV_IC2671300_KO0,15_KE16,37.htm?jl=1009093607036",Just Eat Takeaway.com,3.8,"Power BI, Sales, SAS, R, Data analysis skills",Europe,939420000,1607452000
Talented Creatives Wanted for Remarkable Agency!,"Must have at least 3 years of experience in an events environment and can travel internationally regularly. Our agency harnesses decades of startup experience,...","https://www.glassdoor.co.uk/job-listing/talented-creatives-wanted-for-remarkable-agency-russiandoll-JV_IC3313687_KO0,47_KE48,59.htm?jl=1009339716282",Hidden for privacy reasons,0.0,"Adobe Creative Suite, Communication skills",Europe,521900000,939420000
BTEC Tech Awards 2022 - Moderator (New Specifications),Moderators are responsible for moderating centres’ assessment of candidates’ work in accordance with the agreed assessment criteria and the awarding...,"https://www.glassdoor.co.uk/job-listing/btec-tech-awards-2022-moderator-new-specifications-pearson-JV_IC2671300_KO0,50_KE51,58.htm?jl=1008181780935",Pearson,3.8,Teaching,Europe,563652000,647156000
Business Development Representative (New Grad Internship),New or recent university grad with a passion for sales and a high level of tenacity. Become an expert on Tilt and be able to masterfully articulate our vision...,"https://www.glassdoor.co.uk/job-listing/business-development-representative-new-grad-internship-tilt-JV_IC2671300_KO0,55_KE56,60.htm?jl=1009257943223",Hidden for privacy reasons,0.0,,Europe,626280000,835040000
Recruitment Consultants wanting to move to Tech Sales - Business Development Executive,"Leads - Contact 100% of qualified inbound leads in a timely manner, and document all call outcomes in the CRM....","https://www.glassdoor.co.uk/job-listing/recruitment-consultants-wanting-to-move-to-tech-sales-business-development-executive-fresha-JV_IC2671300_KO0,84_KE85,91.htm?jl=1009311997010",Fresha,5.0,"English, B2B sales",Europe,730660000,949858000
Copy Coordinator,Work with Inventory Planning and Marketing teams in Nordic territories to co-ordinate the delivery of all commercial and promo material required for...,"https://www.glassdoor.co.uk/job-listing/copy-coordinator-warner-bros-discovery-JV_IC2671300_KO0,16_KE17,38.htm?jl=1009338681732",Warner Bros. Discovery,3.6,Adobe Premiere,Europe,584528000,626280000
Junior Consultant - Healthcare,Preferably 1-2 years of experience leading working on consulting engagements for health and/or life science customers....,"https://www.glassdoor.co.uk/job-listing/junior-consultant-healthcare-atos-JV_IC2671300_KO0,28_KE29,33.htm?jl=1009280254341",Atos,3.6,"Microsoft Powerpoint, Microsoft Word, English, .NET, Business development",Europe,793288000,960296000
"Finance Operations Associate, UK","The individual will be responsible for processing all supplier's and customers' invoices through to payments/receipts, in an accurate, efficient, and timely...","https://www.glassdoor.co.uk/job-listing/finance-operations-associate-uk-multiverse-JV_IC2671300_KO0,31_KE32,42.htm?jl=1009287726885",Multiverse,3.4,"Google Suite, Accounts payable, Accounting software, NetSuite, Microsoft Office",Europe,626280000,793288000
Business Analyst,"Our Business Analysis team collaborates with all areas of our business to deliver and maintain a market leading, ever improving experience for our customers and...","https://www.glassdoor.co.uk/job-listing/business-analyst-policy-expert-JV_IC2671300_KO0,16_KE17,30.htm?jl=1009321257754",Policy Expert,4.7,,Europe,1628328000,1962344000
Elite Account Executive,"Creativity. You proactively plan and reimagine how to help customers. This role will work directly with organizations across the U.K., primarily focussed on...","https://www.glassdoor.co.uk/job-listing/elite-account-executive-hudl-JV_IC2671300_KO0,23_KE24,28.htm?jl=1009338756144",Hudl,4.1,"Sales, Organisational skills, SaaS",Europe,626280000,1043800000
Trainee Paralegal,"5:00pm: Log off and head home! 10:10am: Start preparing legal documents like D81s and consent orders. 9:01am: Log on, clear that inbox and respond to client...","https://www.glassdoor.co.uk/job-listing/trainee-paralegal-easy-online-divorce-JV_IC3377484_KO0,17_KE18,37.htm?jl=1009340114540",Hidden for privacy reasons,0.0,,Europe,480148000,521900000
