"title","description","url","company","rating","skills","location","salary_min","salary_max"
"Housekeeper- Full Time- Student Accommodation","St. Mungos is a property which boasts many social spaces and\n              facilities, including a gym with the latest high-tech equipment,\n              air-conditioning and surround……","https://www.glassdoor.co.uk/job-listing/housekeeper-full-time-student-accommodation-student-roost-JV_IC3298888_KO0,43_KE44,57.htm?jl=1009342825574","Student Roost","3.7","","Europe","480148000","624192400"
"Patient Administrator","As you’d guess from the title this role involves carrying out\n              different administrative duties and it’s a varied role – you could\n              be booking patients into their……","https://www.glassdoor.co.uk/job-listing/patient-administrator-newmedica-JV_IC2675166_KO0,21_KE22,31.htm?jl=1009342568174","Newmedica","4.2","English, Microsoft Office, Administrative\n              experience, Phone etiquette","Europe","521900000","678470000"
"Evening Office Cleaning Job - Shoreditch","We need one cleaner with prior experience of a minimum of 2 years\n              and strong English communication skills. You must be able to\n              present valid share code DBS and……","https://www.glassdoor.co.uk/job-listing/evening-office-cleaning-job-shoreditch-bluestorm-recruitment-by-dazzle-JV_IC2671300_KO0,38_KE39,70.htm?jl=1009198425782","Bluestorm Recruitment by Dazzle","3.0","English, Communication skills","Europe","876792000","1816212000"
"Distribution Tech II","You have a high school diploma or equivalent experience. Int this\n              role, you will support the Distribution Department by receiving,\n              preparing, cleaning, testing,……","https://www.glassdoor.co.uk/job-listing/distribution-tech-ii-philips-JV_IC3293058_KO0,20_KE21,28.htm?jl=1009340104087","Philips","3.9","","Europe","542776000","730660000"
"Multi Drop Driver","As a Bidfood Driver, you’ll handle and deliver ambient, chilled\n              and frozen food products to our diverse range of customers.…","https://www.glassdoor.co.uk/job-listing/multi-drop-driver-bidfood-JV_IC2675167_KO0,17_KE18,25.htm?jl=1009346007284","Hidden for privacy reasons","0.0","","Europe","939420000","1221246000"
"Executive Assistant","Enjoy the freedom of working from home with occasional in-person\n              meetings. Arrange domestic and international travel, including\n              flights, transport, and……","https://www.glassdoor.co.uk/job-listing/executive-assistant-bray-capital-JV_IC3280589_KO0,19_KE20,32.htm?jl=1009342578536","Bray Capital","4.5","Communication skills, Time management","Europe","876792000","1043800000"
"Outbound Call Centre Agent","Plus, competitive basic salary included... 9am to 5pm Monday to\n              Friday (No Weekends or evenings). Paid holidays/company pension\n              scheme.…","https://www.glassdoor.co.uk/job-listing/outbound-call-centre-agent-clear-tech-communications-ltd-JV_IC3376985_KO0,26_KE27,56.htm?jl=1009340142920","Clear-Tech Communications Ltd","3.7","","Europe","438396000","2087600000"
"Data Evangelist","Build and maintain a cadence of weekly code-alongs that drive\n              value for DataCamp's community of data & learning leaders.…","https://www.glassdoor.co.uk/job-listing/data-evangelist-datacamp-JV_IC2671300_KO0,15_KE16,24.htm?jl=1009145395844","DataCamp","3.3","Business intelligence, R, Organisational skills,\n              Relationship management, Data science","Europe","918544000","2024972000"
"Restaurant Receptionist / Host / Hostess","Famed for being the first to bring interactive ordering systems to\n              the tables of diners, with customisable tech table-cloths and\n              other engaging interactive……","https://www.glassdoor.co.uk/job-listing/restaurant-receptionist-host-hostess-inamo-soho-JV_IC2671300_KO0,36_KE37,47.htm?jl=1009342214307","Inamo Soho","3.4","OpenTable","Europe","521900000","678470000"
"Housing & wellbeing Assistant","You will encourage feedback from customers, recording and\n              responding to any complaints and compliments; You will maintain\n              the safety and security of customers,……","https://www.glassdoor.co.uk/job-listing/housing-wellbeing-assistant-great-places-housing-group-JV_IC3414762_KO0,27_KE28,54.htm?jl=1009340427727","Great Places Housing Group","4.0","English, Microsoft Office, IT, Communication skills","Europe","501024000","651331200"
"Cleaning Assistant","Under KCSIE (keeping children safe in education) guidance the\n              college is committed to all pre-employment safeguarding checks,\n              including online checks and……","https://www.glassdoor.co.uk/job-listing/cleaning-assistant-telford-college-JV_IC3528208_KO0,18_KE19,34.htm?jl=1009198569882","Telford College","3.4","","Europe","459272000","597053600"
"Brand Executive","A chance to develop your skills and knowledge in brand management\n              and marketing. Build and maintain a library of approved brand\n              visuals for use across offline……","https://www.glassdoor.co.uk/job-listing/brand-executive-aj-bell-JV_IC2691218_KO0,15_KE16,23.htm?jl=1009338591343","AJ Bell","4.0","Organisational skills, Communication skills,\n              Marketing, HTML5","Europe","501024000","1002048000"
"Part-Time Receptionist","As a Receptionist, you would be responsible for the smooth running\n              of the clinic, welcoming patients and visitors on arrival and to\n              be the main central point of……","https://www.glassdoor.co.uk/job-listing/part-time-receptionist-newmedica-JV_IC3319411_KO0,22_KE23,32.htm?jl=1009342861293","Newmedica","4.2","English, Microsoft Office, Administrative\n              experience, Phone etiquette","Europe","521900000","678470000"
"BTEC Tech Awards Sept 22 - Performing Arts (Dance) - Moderator","Moderators are responsible for moderating centres’ assessment of\n              candidates’ work in accordance with the agreed assessment criteria\n              and the awarding……","https://www.glassdoor.co.uk/job-listing/btec-tech-awards-sept-22-performing-arts-dance-moderator-pearson-JV_IC2671300_KO0,56_KE57,64.htm?jl=1008903605746","Pearson","3.8","Teaching","Europe","626280000","897668000"
"Finance Assistant","Our high-impact work has saved lives through forecasting NHS\n              demand during covid, produced green energy by routing boats\n              towards the wind, slashed marketing……","https://www.glassdoor.co.uk/job-listing/finance-assistant-faculty-JV_IC2671300_KO0,17_KE18,25.htm?jl=1009289755168","Faculty","4.3","Accounting software, Accounting, Communication\n              skills","Europe","793288000","1252560000"
"Motor mechanic / tech / auto electrician","As a team member we are looking for a positive can do attitude,\n              you will be responsible for diagnosing, repairing, and maintaining\n              various types of vehicles.…","https://www.glassdoor.co.uk/job-listing/motor-mechanic-tech-auto-electrician-cars4you-ltd-JV_IC3305623_KO0,36_KE37,49.htm?jl=1009280091130","Hidden for privacy reasons","0.0","English, Driving, Hand tools, Mechanical knowledge","Europe","730660000","1356940000"
"Trainee AV Technician","Deliver World Class Service - Strives to exceed the expectations\n              and needs of internal and external customers. Perkbox and Employee\n              assistance Programme.…","https://www.glassdoor.co.uk/job-listing/trainee-av-technician-encore-global-JV_IC2671300_KO0,21_KE22,35.htm?jl=1009278806517","Encore Global","3.2","Communication skills","Europe","501024000","651331200"
"Immigration Paralegal","Displays professionalism, quality service and a “can do” attitude\n              to internal members/departments of the Firm as well as external\n              clients and vendors via……","https://www.glassdoor.co.uk/job-listing/immigration-paralegal-fragomen-JV_IC2671300_KO0,21_KE22,30.htm?jl=1009313914719","Fragomen","3.5","Filing","Europe","688908000","793288000"
"Fraud Investigation Analyst","We strongly encourage applications from people of colour, the\n              LGBTQ+ community, people with disabilities, neurodivergent people,\n              parents, carers, and people……","https://www.glassdoor.co.uk/job-listing/fraud-investigation-analyst-cleo-JV_IC2671300_KO0,27_KE28,32.htm?jl=1009318379696","Cleo","3.6","SQL, IT","Europe","647156000","939420000"
"Communications Officer","Digital communications & social media: Work with the Senior\n              Communications Manager to plan, commission and produce website and\n              social media content.…","https://www.glassdoor.co.uk/job-listing/communications-officer-tetra-tech-JV_IC2671300_KO0,22_KE23,33.htm?jl=1009324149615","Tetra Tech","3.8","Branding, WordPress","Europe","709784000","730660000"
"FP&A Analyst","Preparation and distribution of monthly financial reports in a\n              timely manner, to the CFO and Senior Leadership to enable clear\n              understanding of the Departments’……","https://www.glassdoor.co.uk/job-listing/fpa-analyst-blick-rothenberg-JV_IC2671300_KO0,11_KE12,28.htm?jl=1009339019301","Blick Rothenberg","4.4","Microsoft Excel, Tableau, Analysis skills,\n              Communication skills","Europe","1774460000","2045848000"
"Customer Support Specialist, Amazon Shipping","We are looking for experienced individuals who have knowledge of\n              working in close contact with customers and that can handle both\n              inbound and outbound……","https://www.glassdoor.co.uk/job-listing/customer-support-specialist-amazon-shipping-amazon-uk-services-ltd-JV_IC2671300_KO0,43_KE44,66.htm?jl=1009257864646","Amazon UK Services Ltd.","3.7","Microsoft Excel, Logistics, English, SQL, Project\n              management","Europe","501024000","626280000"
"Paid Social Media Executive","Managing the paid activation across all social media platforms to\n              deliver against brand awareness and performance objectives.…","https://www.glassdoor.co.uk/job-listing/paid-social-media-executive-procter-gamble-JV_IC2671300_KO0,27_KE28,42.htm?jl=1009333328059","Procter & Gamble","4.1","Media buying, Social media management","Europe","688908000","835040000"
"Benefits Analyst","Ensuring efficient and effective delivery and providing valuable\n              SME experience to regional and local partners. Experience working\n              with global HRIS systems.…","https://www.glassdoor.co.uk/job-listing/benefits-analyst-apple-JV_IC2671300_KO0,16_KE17,22.htm?jl=1009332773723","Apple","4.1","Project management, HRIS","Europe","918544000","1231684000"
"Global Client Executive - Tech and Entertainment","You will join client meetings with varied stakeholders including\n              senior marketing, sales, insights, finance etc. Hands-on\n              involvement in writing proposals.…","https://www.glassdoor.co.uk/job-listing/global-client-executive-tech-and-entertainment-kantar-JV_IC2671300_KO0,46_KE47,53.htm?jl=1009331384099","KANTAR","3.6","Microsoft Powerpoint, Power BI, Microsoft Excel,\n              SQL, Analysis skills","Europe","626280000","730660000"
"Media Planning Professional","In this role you’ll play an important part in designing and\n              delivering media campaigns to hit EE’s brand measures and sales\n              targets.…","https://www.glassdoor.co.uk/job-listing/media-planning-professional-ee-JV_IC2671300_KO0,27_KE28,30.htm?jl=1009252952956","EE","3.5","APIs, IT","Europe","626280000","1795336000"
"Customer Care Advisor","This role will consist of mainly speaking with customers over the\n              phone aswell as dealing with various queries via email and\n              webchat.…","https://www.glassdoor.co.uk/job-listing/customer-care-advisor-so-energy-JV_IC2671300_KO0,21_KE22,31.htm?jl=1009338778338","So Energy","3.5","Data entry, IT, Communication skills","Europe","542776000","563652000"
"Customer Service Advisor","Striving for a first-time resolution of all queries through phone,\n              email, social media and chat. Managing your time effectively,\n              balancing inbound and outbound……","https://www.glassdoor.co.uk/job-listing/customer-service-advisor-rated-people-ltd-JV_IC2671300_KO0,24_KE25,41.htm?jl=1009230759652","Rated People Ltd.","3.4","Customer service, Salesforce, English, Continuous\n              improvement, Communication skills","Europe","626280000","793288000"
"Social Media Manager (marketing agency) (FT/PT)","Creating engaging content for our clients' social media presence,\n              including keeping social media channels updated and brand-focused,\n              and looking out for new……","https://www.glassdoor.co.uk/job-listing/social-media-manager-marketing-agency-ft-pt-spaghetti-agency-ltd-JV_IC3320084_KO0,43_KE44,64.htm?jl=1009329569262","Hidden for privacy reasons","0.0","Social media management, Organisational skills,\n              Project management software, Account management, Communication\n              skills","Europe","501024000","542776000"
"E-commerce Shoot Producer","Exclusive staff sales and sample sales - Including other LVMH\n              brands. Handle the processing of invoices, shoot expenses, and\n              purchase orders.…","https://www.glassdoor.co.uk/job-listing/e-commerce-shoot-producer-stella-mccartney-ltd-JV_IC2671300_KO0,25_KE26,46.htm?jl=1009323339739","Stella McCartney Ltd","2.3","Photography, Adobe Creative Suite, Organisational\n              skills, Capture One, Communication skills","Europe","605404000","1002048000"
"Event Producer","This person will serve as the point of contact on the production\n              side of all projects, being responsible for the third parties\n              involved in the execution,……","https://www.glassdoor.co.uk/job-listing/event-producer-feverup-JV_IC2671300_KO0,14_KE15,22.htm?jl=1009337325418","FeverUp","3.6","Fabrication, Project management, Communication\n              skills","Europe","521900000","647156000"
"Warehouse Operative","You’ll be working in a team, doing a variety of jobs such as\n              taking delivery of goods into a warehouse for sorting, stacking\n              and storage and then eventually……","https://www.glassdoor.co.uk/job-listing/warehouse-operative-centrica-JV_IC2691218_KO0,19_KE20,28.htm?jl=1009327948588","Centrica","3.9","Supply chain, IT","Europe","584528000","876792000"
"Junior UX Designer","Junior UX Designers at Canonical have a vital role in the success\n              of Ubuntu, our partners, customers and the larger Ubuntu\n              community.…","https://www.glassdoor.co.uk/job-listing/junior-ux-designer-canonical-JV_IC3307084_KO0,18_KE19,28.htm?jl=1008915781543","Canonical","3.1","Ubuntu, UX, Linux","Europe","1043800000","1628328000"
"Software Engineer","Our team is the driving force behind our role as our customers’\n              personal holiday expert - the smart way to get away. Ability to\n              buy and sell annual leave.…","https://www.glassdoor.co.uk/job-listing/software-engineer-love-holidays-JV_IC2671300_KO0,17_KE18,31.htm?jl=1009241393972","Love Holidays","4.3","Rust, Kubernetes, IT, TypeScript","Europe","1461320000","2087600000"
"Business Analyst","This individual’s primary responsibility will be to work with\n              Product Managers in defining how TT’s trading products can be used\n              by market participants, engage……","https://www.glassdoor.co.uk/job-listing/business-analyst-trading-technologies-JV_IC2671300_KO0,16_KE17,37.htm?jl=1009339677949","Trading Technologies","4.4","Business analysis","Europe","1043800000","2087600000"
"Detective Constable - Degree Holder Entry Programme - DCDHEP","Your learning will involve training as a Uniformed Police\n              Constable firstly and as a Police Officer you will be required to\n              wear uniform and work with teams……","https://www.glassdoor.co.uk/job-listing/detective-constable-degree-holder-entry-programme-dcdhep-west-midlands-police-JV_IC3376957_KO0,56_KE57,77.htm?jl=1009161298017","West Midlands Police","3.4","","Europe","605404000","787025200"
"Packaging Operator","Health cash plan through Health Shield. Understanding of quality\n              and food safety procedures, and ability to ensure product is in\n              specification prior to……","https://www.glassdoor.co.uk/job-listing/packaging-operator-in-good-company-brewing-JV_IC2671300_KO0,18_KE19,42.htm?jl=1008985620618","Hidden for privacy reasons","0.0","Forklift, HACCP, Food safety","Europe","563652000","732747600"
"Israeli Sales Development Representative","What you’ll do Match customers’ business challenges to Oracle\n              solutions, working with sales and marketing to develop campaigns\n              that grow our business.…","https://www.glassdoor.co.uk/job-listing/israeli-sales-development-representative-oracle-JV_IC2671300_KO0,40_KE41,47.htm?jl=1009316721147","Oracle","3.8","Oracle, English, Hebrew, Communication skills","Europe","1252560000","1628328000"
"Facilities Management Projects Director","Identify project risks, lead reviews, and develop risk mitigation\n              and backup plans. Ensure that contract procurement, negotiation,\n              execution, administration,……","https://www.glassdoor.co.uk/job-listing/facilities-management-projects-director-cbre-JV_IC2671300_KO0,39_KE40,44.htm?jl=1009203972246","CBRE","3.9","","Europe","855916000","1690956000"
"Paralegal - Contract Management Specialist","Available to customers and partners as APIs and via a UI. We are\n              seeking a legally qualified Paralegal to assist with the\n              implementation of a contracts……","https://www.glassdoor.co.uk/job-listing/paralegal-contract-management-specialist-cube-JV_IC2671300_KO0,40_KE41,45.htm?jl=1009332327250","CUBE","3.6","Organisational skills, Contracts, APIs,\n              Communication skills","Europe","501024000","876792000"
"International Executive Recruiting Executive Assistant, Global\n            Specialty Recruiting","This position requires high levels of integrity and discretion in\n              handling confidential information, and professionalism in dealing\n              with senior executives.…","https://www.glassdoor.co.uk/job-listing/international-executive-recruiting-executive-assistant-global-specialty-recruiting-amazon-uk-services-ltd-JV_IC2671300_KO0,82_KE83,105.htm?jl=1009326499822","Amazon UK Services Ltd.","3.7","Microsoft Office, Communication skills","Europe","793288000","1252560000"
"Growth & Engagement Lead","Growth management of Vista as a business-led innovation function\n              is 3-fold: (1) early-stage ideation with business partners and\n              commercial prioritization (2)……","https://www.glassdoor.co.uk/job-listing/growth-engagement-lead-bp-JV_IC2671300_KO0,22_KE23,25.htm?jl=1009346211166","bp","4.1","Change management, Business development, IT,\n              Leadership, Marketing","Europe","1148180000","1816212000"
"Social Media Manager","You will use your organisational and planning skills to deliver\n              social content to the highest standard and to strict deadlines.…","https://www.glassdoor.co.uk/job-listing/social-media-manager-noble-inns-head-office-JV_IC2671300_KO0,20_KE21,43.htm?jl=1009312288785","Hidden for privacy reasons","0.0","Organisational skills","Europe","939420000","1221246000"
"HMRC - Data Analyst Apprentice","5 GCSEs (or other equivalent), including English and Maths at\n              Grade 4 (C) or above – or be willing to complete a level 2 English\n              and Maths functional skills……","https://www.glassdoor.co.uk/job-listing/hmrc-data-analyst-apprentice-hm-revenue-and-customs-JV_IC3293413_KO0,28_KE29,51.htm?jl=1009335932841","HM Revenue and Customs","3.7","English, Maths, IT","Europe","584528000","626280000"
"BTEC Tech Awards Sept 22 - Travel & Tourism - Moderator","Moderators are responsible for moderating centres’ assessment of\n              candidates’ work in accordance with the agreed assessment criteria\n              and the awarding……","https://www.glassdoor.co.uk/job-listing/btec-tech-awards-sept-22-travel-tourism-moderator-pearson-JV_IC2671300_KO0,49_KE50,57.htm?jl=1008905957951","Pearson","3.8","Teaching","Europe","563652000","647156000"
"Financial Crime Analyst","The KYC Analyst is responsible for reviewing Know Your Customer\n              (“KYC”), Anti-Money Laundering (“AML”) and fraud due diligence\n              checks on our customers to ensure……","https://www.glassdoor.co.uk/job-listing/financial-crime-analyst-wagestream-JV_IC2671300_KO0,23_KE24,34.htm?jl=1009322815706","Wagestream","3.8","Organisational skills, Customer support, Financial\n              services, Communication skills","Europe","835040000","1043800000"
"Creative Artworker","Proficiency in retouching and product photography, with a touch of\n              Canva knowledge. Crafting designs that seamlessly flow across our\n              website, newsletter and……","https://www.glassdoor.co.uk/job-listing/creative-artworker-penguin-books-limited-JV_IC2671300_KO0,18_KE19,40.htm?jl=1009337241957","Penguin Books Limited","4.0","Microsoft Powerpoint, Photography, Adobe Photoshop,\n              Adobe Illustrator, Microsoft Office","Europe","668032000","868441600"
"Group Sustainability CIO â€“ Engagement Lead","Good organizational and project management skills, with a track\n              record of successfully managing multiple projects simultaneously.…","https://www.glassdoor.co.uk/job-listing/group-sustainability-cio-â-engagement-lead-barclays-JV_IC2671300_KO0,42_KE43,51.htm?jl=1009331095552","Barclays","3.9","Project management, Presentation skills,\n              Organisational skills, Communication skills","Europe","1043800000","1565700000"
"Customer Service Agent","Manage and respond to customer queries via email, inbound tickets,\n              phone calls, social media etc. Your primary role will involve\n              responding to customer queries……","https://www.glassdoor.co.uk/job-listing/customer-service-agent-cheddar-JV_IC2671300_KO0,22_KE23,30.htm?jl=1009291786533","Cheddar","2.7","Google Suite, Customer service, Zendesk,\n              Organisational skills, Communication skills","Europe","501024000","563652000"
"Event Associate FTC","Ensure a successful client experience and highly qualitative\n              outcomes for the LSEG team, clients and customers.…","https://www.glassdoor.co.uk/job-listing/event-associate-ftc-lseg-london-stock-exchange-group-JV_IC2671300_KO0,19_KE20,52.htm?jl=1009318358982","LSEG (London Stock Exchange Group)","3.9","Communication skills, Marketing","Europe","751536000","835040000"
"Specialist, SEO","A generous 25 days annual leave + your birthday off + 2 MIND\n              mental health days + 1 volunteering day + scaling additional leave\n              from year 2 and more!…","https://www.glassdoor.co.uk/job-listing/specialist-seo-the-reload-group-JV_IC2671300_KO0,14_KE15,31.htm?jl=1009312484959","The Reload Group","5.0","SEO","Europe","668032000","939420000"
"Expert Consultant, Tech Insights Group","Passion for delivering high-impact client results in a fast-paced,\n              evolving environment. We conduct product and technology due\n              diligence engagements and value……","https://www.glassdoor.co.uk/job-listing/expert-consultant-tech-insights-group-bain-company-inc-JV_IC2671300_KO0,37_KE38,54.htm?jl=1009136580981","Bain & Company Inc","4.4","Management, Analysis skills, Communication skills","Europe","1461320000","2212856000"
"Producer","Be able to demonstrate experience of running smaller shoots (film\n              and photography) on your own have experience of having worked on\n              larger shoots, assisting the……","https://www.glassdoor.co.uk/job-listing/producer-coolr-JV_IC2671300_KO0,8_KE9,14.htm?jl=1009341027321","Coolr","4.9","Photography","Europe","918544000","939420000"
"Foundation Developer","Whilst in post, you will be paid this market driven allowance from\n              April 2024 until September 2025 in your monthly pay.…","https://www.glassdoor.co.uk/job-listing/foundation-developer-met-office-JV_IC3378624_KO0,20_KE21,31.htm?jl=1009344874421","Met Office","3.6","Information security, AWS, Presentation skills,\n              Communication skills, Python","Europe","563652000","626280000"
"Customer Success Manager","Proven experience in pre-sales, post-sales, consultancy, or\n              similar customer-facing roles in a tech environment (hardware,\n              software, or both).…","https://www.glassdoor.co.uk/job-listing/customer-success-manager-automata-JV_IC2671300_KO0,24_KE25,33.htm?jl=1009336196860","Automata","3.8","Product development","Europe","1148180000","1461320000"
"Part Time Customer Service Advisor","Huge discounts of EE & BT products including your Mobile and\n              Broadband – saving you hundreds of pounds every year. Part Time:\n              20 hours per week.…","https://www.glassdoor.co.uk/job-listing/part-time-customer-service-advisor-ee-JV_IC3293413_KO0,34_KE35,37.htm?jl=1009342347988","EE","3.5","Customer service","Europe","271388000","352804400"
"Marketing Assistant","Developing engaging content across the website and social media\n              channels. _*Marketing campaign and social media execution:*_.\n              Right to work in the UK.…","https://www.glassdoor.co.uk/job-listing/marketing-assistant-amicable-JV_IC2671300_KO0,19_KE20,28.htm?jl=1009339839804","Hidden for privacy reasons","0.0","Microsoft Powerpoint, Microsoft Word, Microsoft\n              Excel, English, Microsoft Office","Europe","501024000","651331200"
"Reporter, Selector","After two years of continuous service, access group income\n              protection, private medical, and dental insurance. £480 annual\n              allowance for well-being activities or……","https://www.glassdoor.co.uk/job-listing/reporter-selector-citywire-JV_IC2671300_KO0,17_KE18,26.htm?jl=1009293625324","Citywire","4.2","Communication skills","Europe","563652000","730660000"
"System Administrator","You will receive a competitive salary, a generous benefits\n              package, training, and development, as well as an exciting career\n              within a fast paced and dynamic……","https://www.glassdoor.co.uk/job-listing/system-administrator-wipro-limited-JV_IC3527318_KO0,20_KE21,34.htm?jl=1009296013631","Wipro Limited","3.7","Management, English, Mobile device management, IT","Europe","647156000","835040000"
"Junior Legal Analyst","Participating in the quality assurance process for each release of\n              the Corporate product which involves testing any new upgrades,\n              assessing the performance of……","https://www.glassdoor.co.uk/job-listing/junior-legal-analyst-luminance-technologies-JV_IC2671300_KO0,20_KE21,43.htm?jl=1009316869256","Luminance Technologies","3.7","Data analysis skills, Analysis skills, Quality\n              assurance, Organisational skills, Contracts","Europe","584528000","1419568000"
"Data Analyst, Product","As a Data Analyst you will be involved in driving insights into\n              product usage and user behaviours in order to enable us to set an\n              impactful Product strategy and……","https://www.glassdoor.co.uk/job-listing/data-analyst-product-trainline-JV_IC2671300_KO0,20_KE21,30.htm?jl=1009198160086","Trainline","3.9","Microsoft Powerpoint, Power BI, Management, R,\n              Tableau","Europe","1189932000","1231684000"
"Customer Service Administrator","Role Overview: As a Customer Service Administrator, you will be\n              the primary contact for customers with delivery-related enquiries\n              and issues.…","https://www.glassdoor.co.uk/job-listing/customer-service-administrator-rapid-access-JV_IC3319873_KO0,30_KE31,43.htm?jl=1009341938838","Rapid Access","3.9","Customer service, Organisational skills","Europe","521900000","678470000"
"Identity & Access Management Analyst","They hit customers and colleagues quickly, all under the guidance\n              of our expert Information Security team. Working closely with\n              various stakeholders across the……","https://www.glassdoor.co.uk/job-listing/identity-access-management-analyst-sainsbury-s-JV_IC3282857_KO0,34_KE35,46.htm?jl=1009340704363","Sainsbury's","3.6","Information security, Analysis skills,\n              Communication skills, Active Directory","Europe","855916000","1002048000"
"Graphic Designer","This highly diverse role is key to providing the highest quality\n              professional materials submitted to clients as well as creating\n              efficiencies from developing……","https://www.glassdoor.co.uk/job-listing/graphic-designer-cgi-JV_IC2671300_KO0,16_KE17,20.htm?jl=1009310680453","CGI","3.8","IT","Europe","730660000","939420000"
"SEO Specialist","Build content plans to include different types of content\n              including commercial and editorial, depending on the stage of the\n              marketing funnel that we aim to……","https://www.glassdoor.co.uk/job-listing/seo-specialist-snaptrip-group-JV_IC2671300_KO0,14_KE15,29.htm?jl=1009282423557","Snaptrip Group","4.6","CSS, JavaScript, SEO, HTTPS, Communication skills","Europe","626280000","1043800000"
"Quality Engineer","Implement and monitor test scripts to assess functionality,\n              reliability, performance, and quality of our products. A generous\n              pension contribution of up to 15%.…","https://www.glassdoor.co.uk/job-listing/quality-engineer-lloyds-banking-group-JV_IC2671300_KO0,16_KE17,37.htm?jl=1009340333565","Lloyds Banking Group","3.5","Node.js, Cucumber, DevOps, Git, Google Cloud\n              Platform","Europe","1649204000","1837088000"
"Reviews Writer - Startups","Writing new reviews and articles that generate thousands of\n              visitors per month and that generate customers for our partners.\n              Flexible hours and summer hours.…","https://www.glassdoor.co.uk/job-listing/reviews-writer-startups-mvf-JV_IC2671300_KO0,23_KE24,27.htm?jl=1009265433808","Hidden for privacy reasons","0.0","","Europe","626280000","1544824000"
"Assistant Producer","Content creation as part of a sports news team that delivers\n              broadcast-ready video for digital and social clients, as well as\n              wire/raw footage for broadcast and……","https://www.glassdoor.co.uk/job-listing/assistant-producer-stats-perform-JV_IC2671300_KO0,18_KE19,32.htm?jl=1009326110698","Stats Perform","3.5","Jira, Journalism, English, Adobe Premiere, IT","Europe","563652000","732747600"
"Computer Science Internship","Participate in project meetings and contribute to project planning\n              sessions. Support the design and implementation of new features\n              and functionalities.…","https://www.glassdoor.co.uk/job-listing/computer-science-internship-ncs-ltd-JV_IC3294067_KO0,27_KE28,35.htm?jl=1009291348578","Hidden for privacy reasons","0.0","Project planning, Java, C++, Software development,\n              Python","Europe","480148000","521900000"
"Patient Services Low Tech Coordinator","Efficient Patient Support: Handle inbound and outbound calls, as\n              well as email enquiries, to accurately process patient requests\n              and coordinate medication……","https://www.glassdoor.co.uk/job-listing/patient-services-low-tech-coordinator-lloydspharmacy-clinical-homecare-JV_IC3315414_KO0,37_KE38,70.htm?jl=1009329751893","Hidden for privacy reasons","0.0","Customer service, IT, Communication skills","Europe","647156000","1043800000"
"Rights Assistant, Adult Rights (FTC to 21st March 2025)","Negotiate, sell and supply production files to customers. You will\n              manage several projects at any one time and work to deadlines that\n              enable the team to deliver……","https://www.glassdoor.co.uk/job-listing/rights-assistant-adult-rights-ftc-to-21st-march-2025-penguin-books-limited-JV_IC2671300_KO0,52_KE53,74.htm?jl=1009339047102","Penguin Books Limited","4.0","Microsoft Powerpoint, Microsoft Excel, Sales,\n              Microsoft Office, IT","Europe","584528000","759886400"
"Marketing Executive","You’ll be a good communicator – confident, able to hold your own\n              and say ‘no’ to some things too. Minimum 1-2 years of experience\n              in marketing/ events.…","https://www.glassdoor.co.uk/job-listing/marketing-executive-cooper-parry-JV_IC2671300_KO0,19_KE20,32.htm?jl=1009338823472","Cooper Parry","4.2","Data analysis skills, Relationship management,\n              Marketing","Europe","730660000","1169056000"
"Operations and Administration Coordinator","Minimum of 3 years in an Operations/Administrative role,\n              preferably within the environmental or carbon project sector but\n              not essential.…","https://www.glassdoor.co.uk/job-listing/operations-and-administration-coordinator-onnu-JV_IC3254463_KO0,41_KE42,46.htm?jl=1009342160050","Hidden for privacy reasons","0.0","Logistics, Microsoft Office, Administrative\n              experience, Organisational skills, Contracts","Europe","668032000","835040000"
"Tech Centre Lead","Bring all this to the home of premium innovation, and you’ll find\n              the opportunities to further your career with a world-class team,\n              a discounted car purchase……","https://www.glassdoor.co.uk/job-listing/tech-centre-lead-jlr-JV_IC3319667_KO0,16_KE17,20.htm?jl=1009346089254","JLR","4.0","Project management, Project implementation, Agile","Europe","960296000","1210808000"
"Digital Data Strategist","Detailed knowledge of data planning and strategy creation,\n              including creating and selling exceptional data-led strategies for\n              clients/agencies, that resonate……","https://www.glassdoor.co.uk/job-listing/digital-data-strategist-sainsbury-s-JV_IC2671300_KO0,23_KE24,35.htm?jl=1009341874842","Sainsbury's","3.6","Microsoft Powerpoint, Communication skills,\n              Marketing","Europe","1294312000","1377816000"
"Packaging Operator","Health cash plan through Health Shield. Understanding of quality\n              and food safety procedures, and ability to ensure product is in\n              specification prior to……","https://www.glassdoor.co.uk/job-listing/packaging-operator-fourpure-site-JV_IC2671300_KO0,18_KE19,32.htm?jl=1009329677414","Hidden for privacy reasons","0.0","Forklift, HACCP, Food safety","Europe","563652000","732747600"
"Associate Scientist, Antibody Pharmacology","They are accountable for functional assay design and mechanism of\n              action studies to support the discovery and development of\n              antibody therapeutics, from concept……","https://www.glassdoor.co.uk/job-listing/associate-scientist-antibody-pharmacology-gsk-JV_IC2669754_KO0,41_KE42,45.htm?jl=1009329624962","GSK","4.1","Laboratory experience, Analysis skills,\n              Communication skills","Europe","730660000","876792000"
"Trainee 7.5t Driver","To have held a full Class B UK/EA licence (with no more than 6\n              penalty points) for more than 6 months. The ability to handle\n              heavy items of tech.…","https://www.glassdoor.co.uk/job-listing/trainee-7-5t-driver-currys-JV_IC3299134_KO0,19_KE20,26.htm?jl=1009342553855","Currys","3.4","Customer service","Europe","605404000","787025200"
